type,X1,X216,X269,X709,X1001,X1997,X2509,X2711,X2906,X3270,X3430,X4829,X4994,X5347,X5523,X6421,X6513,X6794,X7126,X7157,X7342,X7365,X8699,X8987,X9022,X9560,X9688,X10131,X10437,X11029,X11327,X11925,X13095,X13353,X14289,X14348,X15455,X16156,X16274,X16331,X16349,X16885,X17282,X17316,X17445,X17752,X17794,X18063,X18158,X19664,X20462,X21200,X21487,X22251,X23239,X23932,X24014,X25205,X25206,X25804,X25867,X25933,X26039,X26287,X26615,X26747,X27015,X27121,X27250,X28252,X28544,X28688,X29617,X30321,X30663,X31416,X31695,X31704,X33031,X33110,X33614,X33759,X34236,X34482,X34594,X34988,X36051,X36093,X36210,X36527,X36750,X36904,X37119,X37161,X37279,X37614,X38229,X38382,X38733,X39011,X39033,X39743,X40316,X40395,X41885,X42555,X43479,X44844,X46640,X46946,X47591,X48368,X48462,X48605,X49178,X50448,X50551,X51155,X51280,X52384,X52897,X53495,X53596,X54604,X55033,X55191,X55249,X55561,X56359,X56693,X56717,X57156,X57157,X57170,X57194,X57754,X57771,X57961,X58394,X58599,X58699,X58936,X59011,X59393,X59504,X59505,X59832,X59964,X61629,X61641
1,0,0,0,0,0,0,0,0,0,32,17,81,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,82,11,49,11,0,0,12,40,0,0,0,0,22,0,0,0,11,0,0,0,0,255,0,0,0,0,0,0,10,0,0,0,0,0,52,0,0,0,153,0,0,0,55,0,0,22,47,0,0,0,0,34,0,0,0,48,0,0,0,0,0,0,0,0,0,50,0,0,10,14,0,0,0,0,0,57,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,255,0,0,0,0,10,0,0,0,0,0,0,28,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,13,15,13,0,0,16,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,12,45,0,0,0,11,0,0,17,0,0,10,0,0,0,0,21,0,0,0,43,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,34,12,49,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,14,0,21,0,11,11,14,0,0,0,0,0,10,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,14,32,0,0,23,0
1,0,0,11,0,14,0,0,11,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,13,43,0,0,0,0,0,10,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,14,0,10,23,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,10,47,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,36,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0
2,0,32,16,0,0,0,0,14,0,23,0,37,0,0,11,0,0,0,0,0,0,0,32,0,0,0,0,20,18,0,0,0,0,0,16,15,36,0,52,18,17,0,0,30,0,0,23,0,17,0,0,13,0,0,0,12,0,0,0,17,0,0,0,13,0,0,11,0,15,0,0,21,0,29,68,19,0,0,0,14,0,16,0,0,0,0,0,0,0,0,13,0,0,18,0,18,15,0,0,0,23,0,0,13,22,16,0,10,0,0,0,59,0,0,0,0,22,0,0,16,0,0,0,0,0,0,0,0,15,18,0,0,0,0,11,10,0,20,0,19,14,0,0,0,0,0,0,19,0,14
2,0,0,0,0,18,0,0,0,0,28,0,12,13,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,17,0,0,0,0,0,0,12,0,10,36,0,0,0,0,0,0,19,0,32,0,0,0,0,0,0,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,116,0,0,0,0,10,0,33,0,0,0,0,0,196,0,0,22,0,0,0,0,0,29,0,0,0,0,0,24,0,0,0,0,0,0,0,0,46,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,16,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,18,17,0,0,0,13,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,0,21,0,12,0,0,0,0,26,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,12,11,0,0,0,0,0,17,11,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,0,16,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0
2,0,0,57,0,25,0,0,55,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,29,11,0,32,0,30,12,0,18,0,0,15,0,0,0,0,0,0,0,0,14,164,0,0,0,11,12,213,0,0,0,0,0,0,0,19,0,12,0,0,0,0,0,0,0,15,0,14,0,0,0,91,0,0,0,0,0,0,0,0,0,0,15,11,0,0,99,0,17,0,0,0,0,0,0,0,0,0,13,14,98,10,0,0,0,0,0,0,0,15,15,0,77,17,0,31,0,13,28,11,161,0,0,0,0,0,0,0,31,10,0,0,0,12,10,0,26,0,0,0,17,0,0,10
2,0,0,0,0,0,0,0,0,27,0,14,0,0,15,18,0,0,0,0,17,0,0,0,0,0,0,0,11,34,0,0,0,30,0,45,0,0,0,0,0,0,0,17,0,42,0,13,0,0,0,0,10,0,0,0,27,0,0,0,14,0,27,0,0,12,0,10,0,0,0,0,13,0,16,0,15,0,0,0,41,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,19,0,0,0,0,0,0,27,0,0,0,13,0,0,0,0,19,0,0,13,0,0,0,27,14,0,0,0,0,0,20,17,0,0,12,19,40,45,0,0,0,0,0,0,19
2,0,0,0,0,0,0,60,0,0,0,0,26,0,0,0,0,0,31,140,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,21,26,0,30,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,255,0,22,0,0,0,13,12,0,43,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,28,0,86,10,0,0,0,0,0,11,0,0,0,10,0,0,86,10,0,0,0,0,0,11,0,0,10,138,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,10,0
0,0,0,12,0,11,0,0,12,0,0,11,0,0,0,0,0,18,0,0,0,16,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,27,0,0,13,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12,0,0,0,14,11,0,0,0,0,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,39,0,0,0,0,0,0,0,0,0,10,0,0,0,0,25,0,20,0,30,0,19,19,0,0,12,0,29,0,0,0,26,12,0,0,0,0,19,19,0,0,0,0,0,19,0,15,0,0,0,0,15,0,0,0,0,27,39,0,0,0,20,0,23,27,0,64,0,0,0,0,0,25,23,0,0,16,0,0,28,0,0,0,0,0,0,0,0,14,0,40,0,0,0,19,0,0,0,0,0,0,0,15,0,0,0,0,0,49,0,0,0,28,0,0,0,0,0,12,12,10,0,10,0,29,19,0,0,0,0,16,0,0
2,0,14,0,0,0,0,35,0,0,10,11,101,22,11,0,0,0,202,10,0,0,0,10,0,0,10,0,0,0,0,0,31,0,0,12,0,96,11,0,0,0,0,16,0,0,0,0,0,23,0,0,0,0,0,0,0,50,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,11,0,29,37,0,0,25,25,242,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,13,63,0,0,0,12,0,0,0,12,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0
0,0,0,0,0,0,18,12,0,0,0,0,0,14,0,0,18,11,0,88,0,13,0,0,0,11,0,0,0,0,0,15,12,0,0,0,0,0,10,0,11,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,166,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,27,0,0,20,0,10,0,0,0,0,0,13,10,0,0,0,10,21,15,0,0,0,0,18,0,0,0,0,92,0,0,0,0,38,0,0,17,0,0,0,0,11,16,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,13,0,0
0,0,194,0,0,0,0,10,0,0,0,0,88,0,0,0,0,0,30,0,0,0,0,0,0,0,0,22,16,0,0,0,0,20,0,26,16,87,0,0,0,0,0,0,0,21,0,11,0,57,0,0,29,0,0,0,19,38,0,0,0,0,15,0,0,0,0,0,0,0,0,0,12,0,16,0,0,73,0,0,13,38,61,0,49,0,0,0,0,0,17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,82,0,0,0,0,11,0,0,14,0,0,0,0,13,33,0,0,15,0,0,0,0,0,0,12,0,0,0,16,23,21,19,0,0,0,0,11,0,0
0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,19,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,13,0,0,0,0,11,0,0,0,18,10,0,0,0,0,11,0,0,0,0,0,0,27,0,0,0,12,0,0,0,0,10,16,0,0,11,0,0,18,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,11,0,0,0,0,0,0,0,24,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,12,64,0,13,0,12
0,0,35,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,23,0,11,0,0,0,0,0,0,0,25,0,23,13,0,13,0,23,0,0,13,25,39,0,0,12,31,0,0,0,0,15,11,13,13,255,99,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,108,0,0,0,31,0,42,32,14,12,0,16,0,87,0,23,0,14,0,23,13,0,10,0,12,17,0,0,0,0,0,0,0,0,0,27,28,62,0,0,0,0,0,42,0,12,0,0,0,11,0,0,12,0,22,26,0,97,25,255,0,12,0,0,0,0,12,39,21,0,10,0,0,23,0,0
2,0,0,32,0,19,0,0,35,19,0,27,13,33,45,17,0,0,13,43,19,16,0,19,24,38,0,0,28,0,13,27,20,0,0,17,39,13,34,0,0,0,21,30,0,27,0,24,0,0,0,0,13,33,37,0,0,0,0,0,18,16,0,10,16,19,0,19,0,10,12,0,22,45,18,0,17,0,11,0,89,0,0,21,13,0,13,0,0,0,0,0,0,36,22,14,0,0,0,26,14,0,0,16,42,14,25,36,0,23,0,43,0,0,17,14,53,25,0,16,14,0,18,0,35,20,0,0,0,23,0,0,0,40,0,0,12,0,0,30,28,11,27,0,16,21,0,13,22,0,19
0,0,0,15,0,0,0,0,14,0,0,0,0,11,0,13,0,16,0,0,0,0,0,95,0,0,0,0,46,12,38,0,0,87,0,68,40,0,0,0,0,0,0,0,0,58,0,30,0,0,22,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,18,0,0,29,0,57,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,83,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,27,0,0,0,29,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,15,0,0,0,45,0,57,0,0,0,0,0,31,0,0
0,0,0,12,0,0,0,0,11,0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,22,42,0,50,0,0,0,104,19,0,0,24,0,62,0,18,0,38,21,0,24,0,0,16,25,0,0,0,0,0,33,0,11,0,0,22,0,0,0,0,19,18,24,0,19,0,0,0,0,25,38,0,0,0,0,0,0,0,41,32,0,0,38,0,0,32,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,10,0,0,0,19,0,0,22,0,0,0,0,0,0,0,0,12,18,0,0,0,0,24,0,0,0,0,24,0,63,53,0,12,0,0,39,0,0
0,0,0,40,0,69,0,43,36,0,0,19,0,12,35,0,0,0,0,13,0,0,0,0,0,0,0,0,13,28,16,15,15,0,0,0,16,0,42,0,0,0,18,20,0,0,42,0,172,0,17,0,42,41,34,0,16,0,0,0,0,36,0,0,0,11,10,0,0,0,60,0,0,0,0,0,0,0,130,0,23,0,0,90,0,0,0,0,0,0,0,0,0,45,0,30,0,0,0,91,0,16,0,40,0,0,43,47,0,0,0,13,0,0,14,10,70,0,0,53,0,0,27,0,40,18,0,169,0,0,0,0,0,0,0,14,0,27,0,41,14,0,0,0,0,27,20,11,0,18,0
2,0,0,15,23,0,13,0,15,22,0,12,0,19,20,0,13,0,0,0,18,0,0,0,0,24,0,31,0,13,0,0,25,0,0,0,12,0,11,0,0,0,0,0,0,0,0,10,21,0,0,0,0,11,39,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,12,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,0,0,0,0,0,0,13,10,17,11,15,0,0,0,0,0,13,0,0,20,10,0,0,0,0,17,0,0,0,0,21,0,0,0,0,0,0,0,14,0,18,0,10,0,11,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,23,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,24,0,0,15,39,0,28,39,0,54,0,0,0,0,11,29,34,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,19,0,0,0,0,0,25,24,11,0,24,0,0,0,0,0,32,0,0,0,0,0,0,0,38,20,38,12,0,0,0,20,0,12,11,26,0,10,0,0,0,0,16,0,14,0,0,0,0,14,0,0,70,12,0,0,10,0,0,0,28,0,0,0,0,0,14,0,0,0,0,13,13,13,0,0,0,0,34,31,0,0,0,24,0,0,0
0,0,10,0,0,0,0,0,0,0,0,13,0,18,0,10,0,0,0,10,0,0,0,0,0,0,0,10,18,12,0,0,19,17,0,21,0,0,0,0,0,0,0,17,0,16,0,0,89,10,0,0,29,0,165,0,0,0,0,0,0,0,22,0,21,12,0,15,0,0,0,0,0,0,20,0,0,0,51,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,21,0,0,0,21,0,0,0,0,0,0,12,12,0,0,42,0,0,0,33,0,0,0,0,0,0,27,0,0,0,0,14,0,89,0,22,0,0,0,0,0,25,0,0,0,0,18,0,16,0,41,0,0,0,23,16,0
2,0,0,0,0,15,11,12,0,0,0,0,0,11,0,0,11,0,0,22,0,0,0,0,16,10,11,0,0,10,0,45,16,0,0,0,13,0,34,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,34,0,0,0,0,60,0,0,33,0,0,0,0,0,0,11,0,0,0,0,28,0,33,0,0,0,0,11,0,11,0,0,0,20,0,0,0,0,37,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,13,14,24,19,22,0,0,16,0,0,10,0,33,39,0,0,24,16,67,32,16,0,41,15,0,12,0,0,0,0,0,0,0,0,29,16,0,0,11,45,10,0,0,0,0,46,39,62,0,0,16,0,16,0,0,14,0,0,0,12,0,14,0,21,16,0,0,0,0,0,0,0,0,0,0,18,30,0,0,0,43,0,0,0,0,0,0,0,31,12,0,33,0,10,10,0,15,10,38,20,0,13,13,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,171,0,28,0,0,0,0,0,0,12,25,0,29,0,0,0,0,0,10,16,0,0,0,0,0,0,13,0,0,28,0,17,0,0,45,0,0,0,0,11,0,18,17,0,73,0,0,0,0,13,255,0,0,0,0,0,0,0,11,0,64,0,0,0,0,0,17,0,0,0,0,0,0,88,18,0,18,20,0,0,0,0,0,25,0,11,26,0,0,0,32,23,0,0,0,16,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,29,0,0,0,46,0,0,0,36,51,0,73,0,20,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,13,33,0,0
0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,41,0,53,23,0,0,0,0,0,0,11,0,24,0,19,0,0,0,0,0,0,0,0,24,0,0,0,0,0,36,0,30,0,0,20,0,31,0,0,13,0,21,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,10,24,0,0,0,0,0,0,0,0,0,0,22,22,10,0,0,0,0,0,15,0,0,0,16,132,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,21,24,26,20,0,0,0,0,23,0,0
0,0,0,11,0,33,0,0,11,0,0,11,20,0,10,0,0,0,18,0,0,11,0,10,0,11,0,0,11,10,0,0,0,17,0,11,12,18,16,26,19,0,0,0,0,14,0,0,11,13,10,0,0,17,20,11,0,23,12,0,0,16,13,0,21,16,0,0,0,0,0,10,0,0,24,22,10,0,11,0,12,41,13,0,18,0,0,0,18,0,17,0,11,11,15,22,0,0,0,0,0,0,0,0,0,17,11,10,0,10,0,0,0,0,0,0,21,0,0,0,0,0,19,0,10,0,0,12,12,12,0,0,0,21,12,0,13,13,0,15,11,15,14,0,0,0,0,0,15,12,0
2,0,0,0,0,0,0,20,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,30,11,0,10,0,0,0,0,13,0,10,0,11,0,0,0,13,0,0,0,0,12,0,0,166,12,0,31,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,25,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,0,32,0,0,0,0,0,14,0,0,0,10,0,10,0,0,0,0,0,0,0,10
0,0,42,0,0,14,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,13,20,0,0,0,0,0,0,15,0,0,12,37,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,36,18,57,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,16,12,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,10,17,0,0,10,0,0
2,0,0,0,0,39,0,0,10,0,0,37,0,23,22,17,0,0,66,0,0,0,0,27,83,44,0,0,25,20,0,31,20,0,0,71,19,0,11,0,13,0,13,10,34,12,0,15,34,14,12,0,0,26,105,0,0,30,0,19,16,18,10,27,18,59,11,0,0,0,0,50,15,20,28,12,15,10,64,0,15,0,14,13,88,0,0,0,30,0,0,0,0,15,28,30,0,0,0,12,0,18,0,18,22,0,48,15,0,0,0,0,16,19,19,21,0,15,0,15,21,0,0,10,0,27,0,33,0,34,0,0,19,0,0,0,15,14,0,24,25,0,12,0,0,16,0,0,29,10,18
0,0,0,0,0,13,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,12,83,11,12,0,24,55,45,0,0,0,85,16,0,10,0,10,0,0,0,11,0,24,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,76,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,0,17,10,13,0,75,0,14,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,13,0,13,16,0,0,12,0,18,0,0,0,0,16,0,0,0,0,11,0,13,0,0,10,0,0,14,0,0
2,0,0,12,0,0,0,0,10,40,0,35,10,0,0,0,0,0,0,0,25,0,0,21,0,0,0,0,12,0,20,0,0,0,90,14,0,10,53,0,13,0,0,10,33,10,18,11,36,15,0,0,12,13,192,18,13,0,0,16,0,0,0,0,11,21,0,16,0,0,0,32,13,0,0,52,0,0,49,0,0,0,15,0,0,0,0,0,0,0,0,28,103,20,0,16,0,27,0,38,0,0,12,10,0,0,0,20,30,0,52,0,20,0,0,0,52,12,0,0,0,0,0,0,19,0,0,34,0,0,22,0,16,18,0,14,0,0,0,14,12,0,10,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,17,0,149,0,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,11,0,11,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,157,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,11,13,0,0,0,0,29,0,0,16,0,0,14,0,28,0,0,147,0,0,0,0,11,0,0,0,14,0,25,0,0,25,0,0,0,10,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,0
2,0,70,0,0,0,0,255,0,0,52,0,54,0,0,11,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,12,52,0,0,54,0,0,0,15,17,0,12,0,63,0,0,0,0,0,25,22,0,0,0,0,0,0,0,20,0,0,0,0,11,0,12,11,0,0,45,0,0,0,15,0,0,62,0,105,0,0,0,60,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,21,0,53,0,0,0,0,11,0,0,13,0,23,0,0,0,0,0,0,0,24,0,0,0,0,0,12,38,0,0,0,0,18,21,0,0,0,0,0,0,0
0,0,0,10,0,12,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,30,0,31,0,15,0,0,22,0,0,0,12,36,0,0,0,13,0,0,0,23,0,21,10,0,0,0,12,0,20,0,13,0,0,0,0,0,0,0,0,0,17,14,14,0,0,0,22,47,13,0,0,0,0,30,0,0,31,0,0,10,16,13,0,0,0,0,0,0,13,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,25,0,33,0,0,132,0,0,0,0,0,19,17,0,35,11,0,0,0,0,16,0,0
0,0,0,10,0,18,0,0,0,0,20,23,34,10,0,0,0,0,39,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17,0,18,14,34,39,0,17,0,0,10,0,18,0,0,0,0,13,0,0,0,0,15,0,77,0,0,0,0,10,0,0,13,0,0,0,0,10,0,0,0,22,0,0,89,0,0,0,25,0,0,27,0,0,10,0,20,16,0,0,19,11,0,0,49,0,42,0,13,0,0,0,12,22,19,0,0,0,0,0,0,0,0,61,0,0,10,16,0,0,0,34,0,0,0,26,0,14,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,21,11,0,0
1,26,0,41,0,0,0,0,38,0,0,13,32,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,78,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,10,36,0,133,0,0,0,39,0,0,0,0,0,34,0,12,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,17,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,10
